Beat,Time,Line,Line with active holds,Limb annotation,Metadata,__time since prev downpress,__line repeats previous downpress line,__line repeats next downpress line,__time to next downpress,__num downpresses,__single hold ends immediately
8.6064,4.2632,`00020,`00020,l,,0.3158000000000003,False,False,0.31569999999999965,1,True
8.9222,4.4211,`00030,`00030,l,,0.1578999999999997,False,False,0.15779999999999994,0,False
9.2378,4.5789,`00002,`00002,r,,0.31569999999999965,False,False,0.3158000000000003,1,True
9.5536,4.7368,`00003,`00003,r,,0.1578999999999997,False,False,0.1579000000000006,0,False
9.8694,4.8947,`00200,`00200,l,,0.3158000000000003,False,False,0.3157999999999994,1,True
10.1852,5.0526,`00300,`00300,l,,0.1578999999999997,False,False,0.1578999999999997,0,False
10.501,5.2105,`00020,`00020,r,,0.3157999999999994,False,False,0.3158000000000003,1,True
10.8168,5.3684,`00030,`00030,r,,0.1579000000000006,False,False,0.1578999999999997,0,False
11.1326,5.5263,`20000,`20000,l,,0.3158000000000003,False,False,0.3158000000000003,1,True
11.4484,5.6842,`30000,`30000,l,,0.1578999999999997,False,False,0.1579000000000006,0,False
11.7642,5.8421,`00020,`00020,r,,0.3158000000000003,False,False,0.3157999999999994,1,True
12.08,6.0,`00030,`00030,r,,0.1578999999999997,False,False,0.1578999999999997,0,False
12.3958,6.1579,`00200,`00200,l,,0.3157999999999994,False,False,0.3158000000000003,1,True
12.7116,6.3158,`00300,`00300,l,,0.1579000000000006,False,False,0.1578999999999997,0,False
13.0274,6.4737,`00020,`00020,r,,0.3158000000000003,False,False,0.3158000000000003,1,True
13.3432,6.6316,`00030,`00030,r,,0.1578999999999997,False,False,0.1579000000000006,0,False
13.659,6.7895,`00002,`00002,l,,0.3158000000000003,False,False,0.3157999999999994,1,True
13.9748,6.9474,`00003,`00003,l,,0.1578999999999997,False,False,0.1578999999999997,0,False
14.2906,7.1053,`00020,`00020,r,,0.3157999999999994,False,False,0.3158000000000003,1,True
14.6064,7.2632,`00030,`00030,r,,0.1579000000000006,False,False,0.1578999999999997,0,False
14.9222,7.4211,`02000,`02000,l,,0.3158000000000003,False,False,0.31569999999999965,1,True
15.2378,7.5789,`03000,`03000,l,,0.15779999999999994,False,False,0.1578999999999997,0,False
15.5536,7.7368,`00100,`00100,r,,0.31569999999999965,False,True,0.3158000000000003,1,False
16.1852,8.0526,`00100,`00100,r,,0.3158000000000003,True,False,0.3157999999999994,1,False
16.816799999999997,8.3684,`10000,`10000,l,,0.3157999999999994,False,True,0.3158000000000012,1,False
17.4484,8.6842,`10000,`10000,l,,0.3158000000000012,True,False,0.3157999999999994,1,False
18.08,9.0,`00001,`00001,r,,0.3157999999999994,False,True,0.3157999999999994,1,False
18.711599999999997,9.3158,`00001,`00001,r,,0.3157999999999994,True,False,0.3158000000000012,1,False
19.3432,9.6316,`00100,`00100,l,,0.3158000000000012,False,True,0.3157999999999994,1,False
19.9748,9.9474,`00100,`00100,l,,0.3157999999999994,True,False,0.3157999999999994,1,False
20.606399999999997,10.2632,`00010,`00010,r,,0.3157999999999994,False,False,0.1578999999999997,1,False
20.922199999999997,10.4211,`01000,`01000,l,,0.1578999999999997,False,False,0.15780000000000172,1,False
21.2378,10.5789,`00010,`00010,r,,0.15780000000000172,False,False,0.1578999999999997,1,False
21.5536,10.7368,`01000,`01000,l,,0.1578999999999997,False,False,0.1578999999999997,1,False
21.8694,10.8947,`00001,`00001,r,,0.1578999999999997,False,False,0.1578999999999997,1,False
22.1852,11.0526,`10000,`10000,l,,0.1578999999999997,False,False,0.1578999999999997,1,False
22.501,11.2105,`00001,`00001,r,,0.1578999999999997,False,False,0.1578999999999997,1,False
22.816799999999997,11.3684,`10000,`10000,l,,0.1578999999999997,False,False,0.15790000000000148,1,False
23.1326,11.5263,`00100,`00100,r,,0.15790000000000148,False,False,0.1578999999999997,1,False
23.4484,11.6842,`01000,`01000,l,,0.1578999999999997,False,False,0.1578999999999997,1,False
23.7642,11.8421,`00010,`00010,r,,0.1578999999999997,False,False,0.1578999999999997,1,False
24.08,12.0,`00100,`00100,l,,0.1578999999999997,False,False,0.1578999999999997,1,False
24.3958,12.1579,`00002,`00002,r,,0.1578999999999997,False,False,0.6316000000000006,1,False
25.659,12.7895,`10003,`10003,lr,,0.6316000000000006,False,False,1.2630999999999997,1,False
28.1852,14.0526,`00010,`00010,r,,1.2630999999999997,False,False,0.1578999999999997,1,False
28.501,14.2105,`01000,`01000,l,,0.1578999999999997,False,False,0.1578999999999997,1,False
28.816799999999997,14.3684,`00001,`00001,r,,0.1578999999999997,False,False,0.15790000000000148,1,False
29.1326,14.5263,`10000,`10000,l,,0.15790000000000148,False,False,0.1578999999999997,1,False
29.4484,14.6842,`00010,`00010,r,,0.1578999999999997,False,False,0.1578999999999997,1,False
29.7642,14.8421,`01000,`01000,l,,0.1578999999999997,False,False,0.1578999999999997,1,False
30.08,15.0,`00001,`00001,r,,0.1578999999999997,False,False,0.1578999999999997,1,False
30.3958,15.1579,`10000,`10000,l,,0.1578999999999997,False,False,0.1578999999999997,1,False
30.711599999999997,15.3158,`00200,`00200,r,,0.1578999999999997,False,False,1.2631000000000014,1,False
33.2378,16.5789,`10000,`10000,l,,1.2631000000000014,False,False,0.15789999999999793,1,False
33.553599999999996,16.7368,`00001,`00001,r,,0.15789999999999793,False,False,0.15790000000000148,1,False
33.8694,16.8947,`01000,`01000,l,,0.15790000000000148,False,False,0.15790000000000148,1,False
34.1852,17.0526,`00010,`00010,r,,0.15790000000000148,False,False,0.15789999999999793,1,False
34.501,17.2105,`10000,`10000,l,,0.15789999999999793,False,False,0.10529999999999973,1,False
34.7116,17.3158,`00100,`00100,r,,0.10529999999999973,False,False,0.10529999999999973,1,False
34.9222,17.4211,`10000,`10000,l,,0.10529999999999973,False,False,0.10519999999999996,1,False
35.1326,17.5263,`00001,`00001,r,,0.10519999999999996,False,False,0.10529999999999973,1,False
35.343199999999996,17.6316,`00100,`00100,l,,0.10529999999999973,False,False,0.10519999999999996,1,False
35.553599999999996,17.7368,`00001,`00001,r,,0.10519999999999996,False,False,0.10529999999999973,1,False
35.764199999999995,17.8421,`20002,`20002,lr,,0.10529999999999973,False,False,1.2632000000000012,2,False
38.2906,19.1053,`10000,`10000,l,,1.2632000000000012,False,False,0.15790000000000148,1,False
38.6064,19.2632,`00010,`00010,r,,0.15790000000000148,False,False,0.15789999999999793,1,False
38.9222,19.4211,`01000,`01000,l,,0.15789999999999793,False,False,0.15780000000000172,1,False
39.2378,19.5789,`00001,`00001,r,,0.15780000000000172,False,False,0.15789999999999793,1,False
39.5536,19.7368,`00200,`00200,l,,0.15789999999999793,False,False,0.15790000000000148,1,True
39.764199999999995,19.8421,`00300,`00300,l,,0.10529999999999973,False,False,0.052600000000001756,0,False
39.8694,19.8947,`00010,`00010,r,,0.15790000000000148,False,False,0.07900000000000063,1,False
40.0274,19.9737,`01000,`01000,l,,0.07900000000000063,False,False,0.07890000000000086,1,False
40.1852,20.0526,`00200,`00200,r,,0.07890000000000086,False,False,0.15789999999999793,1,True
40.3958,20.1579,`00300,`00300,r,,0.10529999999999973,False,False,0.052599999999998204,0,False
40.501,20.2105,`10000,`10000,l,,0.15789999999999793,False,False,0.07900000000000063,1,False
40.659,20.2895,`00001,`00001,r,,0.07900000000000063,False,False,0.07890000000000086,1,False
40.8168,20.3684,`00200,`00200,l,,0.07890000000000086,False,False,1.2631999999999977,1,False
43.3432,21.6316,`00001,`00001,r,,1.2631999999999977,False,False,0.15790000000000148,1,False
43.659,21.7895,`01000,`01000,l,,0.15790000000000148,False,False,0.15789999999999793,1,False
43.974799999999995,21.9474,`00010,`00010,r,,0.15789999999999793,False,False,0.15790000000000148,1,False
44.2906,22.1053,`10000,`10000,l,,0.15790000000000148,False,False,0.15790000000000148,1,False
44.6064,22.2632,`00200,`00200,r,,0.15790000000000148,False,False,0.6314999999999991,1,True
45.2378,22.5789,`00300,`00300,r,,0.31569999999999965,False,False,0.3157999999999994,0,False
45.8694,22.8947,`10000,`10000,l,,0.6314999999999991,False,False,0.3157999999999994,1,False
46.501,23.2105,`10100,`10100,lr,,0.3157999999999994,False,False,0.3157999999999994,2,False
47.1326,23.5263,`00010,`00010,r,,0.3157999999999994,False,False,0.3157999999999994,1,False
47.764199999999995,23.8421,`00110,`00110,lr,,0.3157999999999994,False,False,0.31580000000000297,2,False
48.3958,24.1579,`01000,`01000,l,,0.31580000000000297,False,False,0.3157999999999994,1,False
49.0274,24.4737,`01100,`01100,lr,,0.3157999999999994,False,False,0.3157999999999994,2,False
49.659,24.7895,`00100,`00100,r,,0.3157999999999994,False,False,0.15789999999999793,1,False
49.974799999999995,24.9474,`01000,`01000,l,,0.15789999999999793,False,False,0.15790000000000148,1,False
50.2906,25.1053,`00010,`00010,r,,0.15790000000000148,False,False,0.15790000000000148,1,False
50.6064,25.2632,`00100,`00100,l,,0.15790000000000148,False,False,0.15789999999999793,1,False
50.9222,25.4211,`00001,`00001,r,,0.15789999999999793,False,False,0.31569999999999965,1,False
51.5536,25.7368,`00101,`00101,lr,,0.31569999999999965,False,False,0.31580000000000297,2,False
52.1852,26.0526,`01000,`01000,l,,0.31580000000000297,False,False,0.3157999999999994,1,False
52.8168,26.3684,`01100,`01100,lr,,0.3157999999999994,False,False,0.3157999999999994,2,False
53.4484,26.6842,`00010,`00010,r,,0.3157999999999994,False,False,0.3157999999999994,1,False
54.08,27.0,`00110,`00110,lr,,0.3157999999999994,False,False,0.3157999999999994,2,False
54.7116,27.3158,`00100,`00100,l,,0.3157999999999994,False,False,0.15790000000000148,1,False
55.0274,27.4737,`00010,`00010,r,,0.15790000000000148,False,False,0.15789999999999793,1,False
55.3432,27.6316,`01000,`01000,l,,0.15789999999999793,False,False,0.15790000000000148,1,False
55.659,27.7895,`00100,`00100,r,,0.15790000000000148,False,False,0.15789999999999793,1,False
55.974799999999995,27.9474,`10100,`10100,lr,,0.15789999999999793,False,False,0.31580000000000297,2,False
56.6064,28.2632,`00010,`00010,r,,0.31580000000000297,False,False,0.15789999999999793,1,False
56.9222,28.4211,`00100,`00100,l,,0.15789999999999793,False,False,0.15780000000000172,1,False
57.2378,28.5789,`00110,`00110,lr,,0.15780000000000172,False,False,0.3157999999999994,2,False
57.8694,28.8947,`01000,`01000,l,,0.3157999999999994,False,False,0.15790000000000148,1,False
58.1852,29.0526,`00100,`00100,r,,0.15790000000000148,False,False,0.15789999999999793,1,False
58.501,29.2105,`01100,`01100,lr,,0.15789999999999793,False,False,0.3157999999999994,2,False
59.1326,29.5263,`00001,`00001,r,,0.3157999999999994,False,False,0.15790000000000148,1,False
59.4484,29.6842,`00100,`00100,l,,0.15790000000000148,False,False,0.15789999999999793,1,False
59.764199999999995,29.8421,`00101,`00101,lr,,0.15789999999999793,False,False,0.31580000000000297,2,False
60.3958,30.1579,`10000,`10000,l,,0.31580000000000297,False,False,0.15789999999999793,1,False
60.7116,30.3158,`00100,`00100,r,,0.15789999999999793,False,False,0.15790000000000148,1,False
61.0274,30.4737,`01100,`01100,lr,,0.15790000000000148,False,False,0.3157999999999994,2,False
61.659,30.7895,`00110,`00110,lr,,0.3157999999999994,False,False,0.3157999999999994,2,False
62.2906,31.1053,`10100,`10100,lr,,0.3157999999999994,False,False,0.3157999999999994,2,False
62.9222,31.4211,`00101,`00101,lr,,0.3157999999999994,False,False,0.31569999999999965,2,False
63.5536,31.7368,`20002,`20002,lr,,0.31569999999999965,False,False,0.6316000000000024,2,False
64.1852,32.0526,`30003,`30003,lr,,0.3157999999999994,False,False,0.31580000000000297,0,False
64.8168,32.3684,`10010,`10010,lr,,0.6316000000000024,False,False,0.31579999999999586,2,False
65.44839999999999,32.6842,`01001,`01001,lr,,0.31579999999999586,False,False,0.31580000000000297,2,False
66.08,33.0,`01020,`01020,lr,,0.31580000000000297,False,False,0.31580000000000297,2,False
66.2378,33.0789,`00030,`00030,r,,0.0788999999999973,False,False,0.23690000000000566,0,False
66.7116,33.3158,`10000,`10000,l,,0.31580000000000297,False,False,0.15789999999999793,1,False
67.0274,33.4737,`00100,`00100,r,,0.15789999999999793,False,False,0.15789999999999793,1,False
67.3432,33.6316,`01000,`01000,l,,0.15789999999999793,False,False,0.15789999999999793,1,False
67.65899999999999,33.7895,`00010,`00010,r,,0.15789999999999793,False,False,0.15790000000000504,1,False
67.9748,33.9474,`00100,`00100,l,,0.15790000000000504,False,False,0.15789999999999793,1,False
68.2906,34.1053,`00001,`00001,r,,0.15789999999999793,False,False,0.15789999999999793,1,False
68.6064,34.2632,`00010,`00010,l,,0.15789999999999793,False,False,0.15790000000000504,1,False
68.9222,34.4211,`00001,`00001,r,,0.15790000000000504,False,False,0.1577999999999946,1,False
69.2378,34.5789,`00100,`00100,l,,0.1577999999999946,False,False,0.15790000000000504,1,False
69.5536,34.7368,`00010,`00010,r,,0.15790000000000504,False,False,0.15789999999999793,1,False
69.8694,34.8947,`01000,`01000,l,,0.15789999999999793,False,False,0.15789999999999793,1,False
70.1852,35.0526,`00100,`00100,r,,0.15789999999999793,False,False,0.15790000000000504,1,False
70.501,35.2105,`10000,`10000,l,,0.15790000000000504,False,False,0.15789999999999793,1,False
70.8168,35.3684,`00001,`00001,r,,0.15789999999999793,False,False,0.15789999999999793,1,False
71.1326,35.5263,`00200,`00200,l,,0.15789999999999793,False,False,0.31580000000000297,1,True
71.44839999999999,35.6842,`00300,`00300,l,,0.15789999999999793,False,False,0.15790000000000504,0,False
71.7642,35.8421,`00010,`00010,r,,0.31580000000000297,False,False,0.15789999999999793,1,False
72.08,36.0,`01000,`01000,l,,0.15789999999999793,False,False,0.15789999999999793,1,False
72.3958,36.1579,`00100,`00100,r,,0.15789999999999793,False,False,0.15790000000000504,1,False
72.7116,36.3158,`10000,`10000,l,,0.15790000000000504,False,False,0.15789999999999793,1,False
73.0274,36.4737,`01000,`01000,r,,0.15789999999999793,False,False,0.15789999999999793,1,False
73.3432,36.6316,`10000,`10000,l,,0.15789999999999793,False,False,0.15789999999999793,1,False
73.65899999999999,36.7895,`00100,`00100,r,,0.15789999999999793,False,False,0.15790000000000504,1,False
73.9748,36.9474,`01000,`01000,l,,0.15790000000000504,False,False,0.15789999999999793,1,False
74.2906,37.1053,`00010,`00010,r,,0.15789999999999793,False,False,0.15789999999999793,1,False
74.6064,37.2632,`00100,`00100,l,,0.15789999999999793,False,False,0.15790000000000504,1,False
74.9222,37.4211,`00001,`00001,r,,0.15790000000000504,False,False,0.1577999999999946,1,False
75.2378,37.5789,`01000,`01000,l,,0.1577999999999946,False,False,0.15790000000000504,1,False
75.5536,37.7368,`00010,`00010,r,,0.15790000000000504,False,False,0.15789999999999793,1,False
75.8694,37.8947,`10000,`10000,l,,0.15789999999999793,False,False,0.15789999999999793,1,False
76.1852,38.0526,`10001,`10001,lr,,0.15789999999999793,False,False,0.31580000000000297,2,False
76.8168,38.3684,`00010,`00010,r,,0.31580000000000297,False,False,0.15789999999999793,1,False
